Id,Firstname,Surname,Borncountry,Borncountry code,Born city,Gender,Year,Category,Motivation,Organization name,Organization city,Organization country,latitude,longitude
288,John E.,Walker,United Kingdom,GB,Halifax,male,1997,Chemistry,"""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)""",MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,,
297,Robert,Koch,Germany,DE,Clausthal (now Clausthal-Zellerfeld),male,1905,Medicine,"""for his investigations and discoveries in relation to tuberculosis""",Institute for Infectious Diseases,Berlin,Germany,51.10627344,10.38171087
330,Sir Henry,Dale,United Kingdom,GB,London,male,1936,Medicine,"""for their discoveries relating to chemical transmission of nerve impulses""",National Institute for Medical Research,London,United Kingdom,,
337,Joseph,Erlanger,USA,US,San Francisco CA,male,1944,Medicine,"""for their discoveries relating to the highly differentiated functions of single nerve fibres""",Washington University,St. Louis MO,USA,45.68753334,-112.4943339
361,Werner,Forssmann,Germany,DE,Berlin,male,1956,Medicine,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",Mainz University,Mainz,Germany,51.10627344,10.38171087
19,Max,von Laue,Germany,DE,Pfaffendorf,male,1914,Physics,"""for his discovery of the diffraction of X-rays by crystals""",Frankfurt-on-the-Main University,Frankfurt-on-the-Main,Germany,51.10627344,10.38171087
33,Arthur H.,Compton,USA,US,Wooster OH,male,1927,Physics,"""for his discovery of the effect named after him""",University of Chicago,Chicago IL,USA,45.68753334,-112.4943339
126,Klaus,von Klitzing,German-occupied Poland (now Poland),PL,Schroda,male,1985,Physics,"""for the discovery of the quantized Hall effect""",Max-Planck-Institut für Festkörperforschung,Stuttgart,Germany,51.10627344,10.38171087
155,Robert B.,Laughlin,USA,US,Visalia CA,male,1998,Physics,"""for their discovery of a new form of quantum fluid with fractionally charged excitations""",Stanford University,Stanford CA,USA,45.68753334,-112.4943339
186,Arthur,Harden,United Kingdom,GB,Manchester,male,1929,Chemistry,"""for their investigations on the fermentation of sugar and fermentative enzymes""",London University,London,United Kingdom,,
199,Adolf,Butenandt,Germany,DE,Bremerhaven-Lehe,male,1939,Chemistry,"""for his work on sex hormones""",Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biochemie,Berlin-Dahlem,Germany,51.10627344,10.38171087
202,Otto,Hahn,Germany,DE,Frankfurt-on-the-Main,male,1944,Chemistry,"""for his discovery of the fission of heavy nuclei""",Kaiser-Wilhelm-Institut (now Max-Planck Institut) für Chemie,Berlin-Dahlem,Germany,51.10627344,10.38171087
415,Daniel,Nathans,USA,US,Wilmington DE,male,1978,Medicine,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",Johns Hopkins University School of Medicine,Baltimore MD,USA,45.68753334,-112.4943339
481,Henri,La Fontaine,Belgium,BE,Brussels,male,1913,Peace,"""for his unparalleled contribution to the organization of peaceful internationalism""",,,,,
488,Sir Austen,Chamberlain,United Kingdom,GB,Birmingham,male,1925,Peace,"""for his crucial role in bringing about the Locarno Treaty""",,,,,
499,Arthur,Henderson,Scotland,GB,Glasgow,male,1934,Peace,"""for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34""",,,,,
511,Ralph,Bunche,USA,US,Detroit MI,male,1950,Peace,"""for his work as mediator in Palestine in 1948-1949""",Harvard University,Cambridge MA,USA,45.68753334,-112.4943339
525,United Nations Children's Fund,,,,,org,1965,Peace,"""for its effort to enhance solidarity between nations and reduce the difference between rich and poor states""",,,,,
535,Betty,Williams,Northern Ireland,GB,Belfast,female,1976,Peace,"""for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland""",,,,,
559,Yitzhak,Rabin,British Mandate of Palestine (now Israel),IL,Jerusalem,male,1994,Peace,"""for their efforts to create peace in the Middle East""",,,,,
641,Miguel Angel,Asturias,Guatemala,GT,Guatemala City,male,1967,Literature,"""for his vivid literary achievement deep-rooted in the national traits and traditions of Indian peoples of Latin America""",,,,,
681,John R.,Hicks,United Kingdom,GB,Warwick,male,1972,Economics,"""for their pioneering contributions to general economic equilibrium theory and welfare theory""",All Souls College,Oxford,United Kingdom,,
789,Barry J.,Marshall,Australia,AU,Kalgoorlie,male,2005,Medicine,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",NHMRC Helicobacter pylori Research Laboratory QEII Medical Centre,Nedlands,Australia,-25.73238311,134.4911178
805,George F.,Smoot,USA,US,Yukon FL,male,2006,Physics,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",University of California,Berkeley CA,USA,45.68753334,-112.4943339
892,Alice,Munro,Canada,CA,Wingham,female,2013,Literature,"""master of the contemporary short story""",,,,,
906,Isamu,Akasaki,Japan,JP,Chiran,male,2014,Physics,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",Meijo University,Nagoya,Japan,37.55262259,137.9799595
939,Michael,Rosbash,USA,US,Kansas City MO,male,2017,Medicine,"""for their discoveries of molecular mechanisms controlling the circadian rhythm""",Brandeis University,Waltham MA,USA,45.68753334,-112.4943339
971,Peter,Ratcliffe,United Kingdom,GB,Lancashire,male,2019,Medicine,"""for their discoveries of how cells sense and adapt to oxygen availability""",University of Oxford,Oxford,United Kingdom,,
988,Roger,Penrose,United Kingdom,GB,Colchester,male,2020,Physics,"""for the discovery that black hole formation is a robust prediction of the general theory of relativity""",University of Oxford,Oxford,United Kingdom,,
992,Jennifer A.,Doudna,USA,US,Washington DC,female,2020,Chemistry,"""for the development of a method for genome editing""",University of California,Berkeley CA,USA,45.68753334,-112.4943339
27,Niels,Bohr,Denmark,DK,Copenhagen,male,1922,Physics,"""for his services in the investigation of the structure of atoms and of the radiation emanating from them""",Copenhagen University,Copenhagen,Denmark,55.96592133,10.050229
39,Erwin,Schrödinger,Austria,AT,Vienna,male,1933,Physics,"""for the discovery of new productive forms of atomic theory""",Berlin University,Berlin,Germany,51.10627344,10.38171087
75,Robert,Hofstadter,USA,US,New York NY,male,1961,Physics,"""for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons""",Stanford University,Stanford CA,USA,45.68753334,-112.4943339
79,Maria,Goeppert Mayer,Germany (now Poland),PL,Kattowitz (now Katowice),female,1963,Physics,"""for their discoveries concerning nuclear shell structure""",University of California,San Diego CA,USA,45.68753334,-112.4943339
82,Nicolay G.,Basov,USSR (now Russia),RU,Usman,male,1964,Physics,"""for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",P.N. Lebedev Physical Institute,Moscow,USSR (now Russia),61.98434174,96.69345577
104,James,Rainwater,USA,US,Council ID,male,1975,Physics,"""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection""",Columbia University,New York NY,USA,45.68753334,-112.4943339
224,Willard F.,Libby,USA,US,Grand Valley CO,male,1960,Chemistry,"""for his method to use carbon-14 for age determination in archaeology geology geophysics and other branches of science""",University of California,Los Angeles CA,USA,45.68753334,-112.4943339
228,Karl,Ziegler,Germany,DE,Helsa,male,1963,Chemistry,"""for their discoveries in the field of the chemistry and technology of high polymers""",Max-Planck-Institut für Kohlenforschung,Mülheim an der Ruhr,Germany,51.10627344,10.38171087
291,John,Pople,United Kingdom,GB,Burnham-on-Sea,male,1998,Chemistry,"""for his development of computational methods in quantum chemistry""",Northwestern University,Evanston IL,USA,45.68753334,-112.4943339
127,Ernst,Ruska,Germany,DE,Heidelberg,male,1986,Physics,"""for his fundamental work in electron optics and for the design of the first electron microscope""",Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,51.10627344,10.38171087
129,Heinrich,Rohrer,Switzerland,CH,Buchs,male,1986,Physics,"""for their design of the scanning tunneling microscope""",IBM Zurich Research Laboratory,Rüschlikon,Switzerland,46.79908592,8.215912662
205,John H.,Northrop,USA,US,Yonkers NY,male,1946,Chemistry,"""for their preparation of enzymes and virus proteins in a pure form""",Rockefeller Institute for Medical Research,Princeton NJ,USA,45.68753334,-112.4943339
450,Alfred G.,Gilman,USA,US,New Haven CT,male,1994,Medicine,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA,45.68753334,-112.4943339
600,Henri,Bergson,France,FR,Paris,male,1927,Literature,"""in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented""",,,,,
617,Hermann,Hesse,Germany,DE,Calw,male,1946,Literature,"""for his inspired writings which while growing in boldness and penetration exemplify the classical humanitarian ideals and high qualities of style""",,,,,
682,Kenneth J.,Arrow,USA,US,New York NY,male,1972,Economics,"""for their pioneering contributions to general economic equilibrium theory and welfare theory""",Harvard University,Cambridge MA,USA,45.68753334,-112.4943339
683,Wassily,Leontief,Russia,RU,St. Petersburg,male,1973,Economics,"""for the development of the input-output method and for its application to important economic problems""",Harvard University,Cambridge MA,USA,45.68753334,-112.4943339
691,Herbert,Simon,USA,US,Milwaukee WI,male,1978,Economics,"""for his pioneering research into the decision-making process within economic organizations""",Carnegie Mellon University,Pittsburgh PA,USA,45.68753334,-112.4943339
696,George J.,Stigler,USA,US,Renton WA,male,1982,Economics,"""for his seminal studies of industrial structures functioning of markets and causes and effects of public regulation""",University of Chicago,Chicago IL,USA,45.68753334,-112.4943339
707,Ronald H.,Coase,United Kingdom,GB,Willesden,male,1991,Economics,"""for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy""",University of Chicago,Chicago IL,USA,45.68753334,-112.4943339
724,Eric,Kandel,Austria,AT,Vienna,male,2000,Medicine,"""for their discoveries concerning signal transduction in the nervous system""",Columbia University,New York NY,USA,45.68753334,-112.4943339
747,V. S.,Naipaul,Trinidad and Tobago,TT,Chaguanas,male,2001,Literature,"""for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories""",,,,,
774,Richard,Axel,USA,US,New York NY,male,2004,Medicine,"""for their discoveries of odorant receptors and the organization of the olfactory system""",Columbia University,New York NY,USA,45.68753334,-112.4943339
834,Paul,Krugman,USA,US,New York NY,male,2008,Economics,"""for his analysis of trade patterns and location of economic activity""",Princeton University,Princeton NJ,USA,45.68753334,-112.4943339
846,Elinor,Ostrom,USA,US,Los Angeles CA,female,2009,Economics,"""for her analysis of economic governance especially the commons""",Indiana University,Bloomington IN,USA,45.68753334,-112.4943339
853,Akira,Suzuki,Japan,JP,Mukawa,male,2010,Chemistry,"""for palladium-catalyzed cross couplings in organic synthesis""",Hokkaido University,Sapporo,Japan,37.55262259,137.9799595
894,Eugene F.,Fama,USA,US,Boston MA,male,2013,Economics,"""for their empirical analysis of asset prices""",University of Chicago,Chicago IL,USA,45.68753334,-112.4943339
922,Paul,Modrich,USA,US,Raton NM,male,2015,Chemistry,"""for mechanistic studies of DNA repair""",Howard Hughes Medical Institute,Durham NC,USA,45.68753334,-112.4943339
974,Michel,Mayor,Switzerland,CH,Lausanne,male,2019,Physics,"""for the discovery of an exoplanet orbiting a solar-type star""",University of Geneva,Geneva,Switzerland,46.79908592,8.215912662
995,Paul,Milgrom,USA,US,Detroit MI,male,2020,Economics,"""for improvements to auction theory and inventions of new auction formats""",Stanford University,Stanford CA,USA,45.68753334,-112.4943339
230,Dorothy Crowfoot,Hodgkin,Egypt,EG,Cairo,female,1964,Chemistry,"""for her determinations by X-ray techniques of the structures of important biochemical substances""",University of Oxford Royal Society,Oxford,United Kingdom,,
258,Roald,Hoffmann,Poland (now Ukraine),UA,Zloczov,male,1981,Chemistry,"""for their theories developed independently concerning the course of chemical reactions""",Cornell University,Ithaca NY,USA,45.68753334,-112.4943339
352,Max,Theiler,South Africa,ZA,Pretoria,male,1951,Medicine,"""for his discoveries concerning yellow fever and how to combat it""",Laboratories of the Division of Medicine and Public Health Rockefeller Foundation,New York NY,USA,45.68753334,-112.4943339
359,Hugo,Theorell,Sweden,SE,Linköping,male,1955,Medicine,"""for his discoveries concerning the nature and mode of action of oxidation enzymes""",Karolinska Institutet Nobel Medical Institute,Stockholm,Sweden,62.7773784,16.75428435
369,Sir Frank Macfarlane,Burnet,Australia,AU,Traralgon,male,1960,Medicine,"""for discovery of acquired immunological tolerance""",Walter and Eliza Hall Institute for Medical Research,Melbourne,Australia,-25.73238311,134.4911178
166,Eduard,Buchner,Bavaria (now Germany),DE,Munich,male,1907,Chemistry,"""for his biochemical researches and his discovery of cell-free fermentation""",Landwirtschaftliche Hochschule (Agricultural College),Berlin,Germany,51.10627344,10.38171087
6,Marie,Curie,Russian Empire (now Poland),PL,Warsaw,female,1903,Physics,"""in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel""",,,,,
32,Jean Baptiste,Perrin,France,FR,Lille,male,1926,Physics,"""for his work on the discontinuous structure of matter and especially for his discovery of sedimentation equilibrium""",Sorbonne University,Paris,France,42.18202918,-2.754422149
86,Richard P.,Feynman,USA,US,New York NY,male,1965,Physics,"""for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles""",California Institute of Technology (Caltech),Pasadena CA,USA,45.68753334,-112.4943339
103,Ben R.,Mottelson,USA,US,Chicago IL,male,1975,Physics,"""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection""",Nordita,Copenhagen,Denmark,55.96592133,10.050229
462,Henry,Dunant,Switzerland,CH,Geneva,male,1901,Peace,"""for his humanitarian efforts to help wounded soldiers and create international understanding""",,,,,
477,Permanent International Peace Bureau,,,,,org,1910,Peace,"""for acting as a link between the peace societies of the various countries and helping them to organize the world rallies of the international peace movement""",,,,,
482,International Committee of the Red Cross,,,,,org,1944,Peace,"""for the great work it has performed during the war on behalf of humanity""",,,,,
493,Ludwig,Quidde,Germany,DE,Bremen,male,1927,Peace,"""for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation""",,,,,
512,Léon,Jouhaux,France,FR,Paris,male,1951,Peace,"""for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations""",,,,,
576,Giosuè,Carducci,Tuscany (now Italy),IT,Val di Castello,male,1906,Literature,"""not only in consideration of his deep learning and critical research but above all as a tribute to the creative energy freshness of style and lyrical force which characterize his poetic masterpieces""",,,,,
615,Gabriela,Mistral,Chile,CL,Vicuña,female,1945,Literature,"""for her lyric poetry which inspired by powerful emotions has made her name a symbol of the idealistic aspirations of the entire Latin American world""",,,,,
639,Shmuel,Agnon,Austria-Hungary (now Ukraine),UA,Buczacz (now Buchach),male,1966,Literature,"""for his profoundly characteristic narrative art with motifs from the life of the Jewish people""",,,,,
657,Czeslaw,Milosz,Russian Empire (now Lithuania),LT,?eteniai,male,1980,Literature,"""who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts""",,,,,
697,Gerard,Debreu,France,FR,Calais,male,1983,Economics,"""for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium""",University of California,Berkeley CA,USA,45.68753334,-112.4943339
720,Robert,Mundell,Canada,CA,Kingston ON,male,1999,Economics,"""for his analysis of monetary and fiscal policy under different exchange rate regimes and his analysis of optimum currency areas""",Columbia University,New York NY,USA,45.68753334,-112.4943339
722,Arvid,Carlsson,Sweden,SE,Uppsala,male,2000,Medicine,"""for their discoveries concerning signal transduction in the nervous system""",Göteborg University,Gothenburg,Sweden,62.7773784,16.75428435
754,Masatoshi,Koshiba,Japan,JP,Toyohashi,male,2002,Physics,"""for pioneering contributions to astrophysics in particular for the detection of cosmic neutrinos""",University of Tokyo,Tokyo,Japan,37.55262259,137.9799595
758,Kurt,Wüthrich,Switzerland,CH,Aarberg,male,2002,Chemistry,"""for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution""",Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,46.79908592,8.215912662
760,Vernon L.,Smith,USA,US,Wichita KS,male,2002,Economics,"""for having established laboratory experiments as a tool in empirical economic analysis especially in the study of alternative market mechanisms""",George Mason University,Fairfax VA,USA,45.68753334,-112.4943339
861,Bruce A.,Beutler,USA,US,Chicago IL,male,2011,Medicine,"""for their discoveries concerning the activation of innate immunity""",University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA,45.68753334,-112.4943339
885,Randy W.,Schekman,USA,US,St. Paul MN,male,2013,Medicine,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells""",University of California,Berkeley CA,USA,45.68753334,-112.4943339
890,Michael,Levitt,South Africa,ZA,Pretoria,male,2013,Chemistry,"""for the development of multiscale models for complex chemical systems""",Stanford University School of Medicine,Stanford CA,USA,45.68753334,-112.4943339
944,Jacques,Dubochet,Switzerland,CH,Aigle,male,2017,Chemistry,"""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution""",University of Lausanne,Lausanne,Switzerland,46.79908592,8.215912662
968,William D.,Nordhaus,USA,US,Albuquerque NM,male,2018,Economics,"""for integrating climate change into long-run macroeconomic analysis""",Yale University,New Haven CT,USA,45.68753334,-112.4943339
979,Olga,Tokarczuk,Poland,PL,Sulechów,female,2018,Literature,"""for a narrative imagination that with encyclopedic passion represents the crossing of boundaries as a form of life""",,,,,
217,Linus,Pauling,USA,US,Portland OR,male,1954,Chemistry,"""for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances""",California Institute of Technology (Caltech),Pasadena CA,USA,45.68753334,-112.4943339
237,Derek,Barton,United Kingdom,GB,Gravesend,male,1969,Chemistry,"""for their contributions to the development of the concept of conformation and its application in chemistry""",Imperial College,London,United Kingdom,,
267,Donald J.,Cram,USA,US,Chester VT,male,1987,Chemistry,"""for their development and use of molecules with structure-specific interactions of high selectivity""",University of California,Los Angeles CA,USA,45.68753334,-112.4943339
275,Elias James,Corey,USA,US,Methuen MA,male,1990,Chemistry,"""for his development of the theory and methodology of organic synthesis""",Harvard University,Cambridge MA,USA,45.68753334,-112.4943339
299,Santiago,Ramón y Cajal,Spain,ES,Petilla de Aragón,male,1906,Medicine,"""in recognition of their work on the structure of the nervous system""",Madrid University,Madrid,Spain,40.22743287,-3.652265407
319,Christiaan,Eijkman,the Netherlands,NL,Nijkerk,male,1929,Medicine,"""for his discovery of the antineuritic vitamin""",Utrecht University,Utrecht,the Netherlands,52.07241686,5.221591771
332,Albert,Szent-Györgyi,Austria-Hungary (now Hungary),HU,Budapest,male,1937,Medicine,"""for his discoveries in connection with the biological combustion processes with special reference to vitamin C and the catalysis of fumaric acid""",Szeged University,Szeged,Hungary,47.16314849,19.39635464
372,Francis,Crick,United Kingdom,GB,Northampton,male,1962,Medicine,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,,
378,Konrad,Bloch,Germany (now Poland),PL,Neisse (now Nysa),male,1964,Medicine,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",Harvard University,Cambridge MA,USA,45.68753334,-112.4943339
382,Jacques,Monod,France,FR,Paris,male,1965,Medicine,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",Institut Pasteur,Paris,France,42.18202918,-2.754422149
124,Carlo,Rubbia,Italy,IT,Gorizia,male,1984,Physics,"""for their decisive contributions to the large project which led to the discovery of the field particles W and Z communicators of weak interaction""",CERN,Geneva,Switzerland,46.79908592,8.215912662
145,Bertram N.,Brockhouse,Canada,CA,Lethbridge Alberta,male,1994,Physics,"""for the development of neutron spectroscopy""",McMaster University,Hamilton Ontario,Canada,61.37656007,-98.29453737
174,Alfred,Werner,France,FR,Mulhouse,male,1913,Chemistry,"""in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry""",University of Zurich,Zurich,Switzerland,46.79908592,8.215912662
176,Richard,Willstätter,Germany,DE,Karlsruhe,male,1915,Chemistry,"""for his researches on plant pigments especially chlorophyll""",Kaiser-Wilhelm-Institut (now Max-Planck Institut) für Chemie,Berlin-Dahlem,Germany,51.10627344,10.38171087
193,Frédéric,Joliot,France,FR,Paris,male,1935,Chemistry,"""in recognition of their synthesis of new radioactive elements""",Institut du Radium,Paris,France,42.18202918,-2.754422149
200,Leopold,Ruzicka,Austria-Hungary (now Croatia),HR,Vukovar,male,1939,Chemistry,"""for his work on polymethylenes and higher terpenes""",Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,46.79908592,8.215912662
2,Hendrik A.,Lorentz,the Netherlands,NL,Arnhem,male,1902,Physics,"""in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena""",Leiden University,Leiden,the Netherlands,52.07241686,5.221591771
8,Lord,Rayleigh,United Kingdom,GB,Langford Grove Maldon Essex,male,1904,Physics,"""for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies""",Royal Institution of Great Britain,London,United Kingdom,,
13,Guglielmo,Marconi,Italy,IT,Bologna,male,1909,Physics,"""in recognition of their contributions to the development of wireless telegraphy""",Marconi Wireless Telegraph Co. Ltd.,London,United Kingdom,,
17,Gustaf,Dalén,Sweden,SE,Stenstorp,male,1912,Physics,"""for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys""",Swedish Gas-Accumulator Co.,Lidingö Stockholm,Sweden,62.7773784,16.75428435
41,James,Chadwick,United Kingdom,GB,Manchester,male,1935,Physics,"""for the discovery of the neutron""",Liverpool University,Liverpool,United Kingdom,,
46,Enrico,Fermi,Italy,IT,Rome,male,1938,Physics,"""for his demonstrations of the existence of new radioactive elements produced by neutron irradiation and for his related discovery of nuclear reactions brought about by slow neutrons""",Rome University,Rome,Italy,42.78644501,12.07238918
59,E. M.,Purcell,USA,US,Taylorville IL,male,1952,Physics,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""",Harvard University,Cambridge MA,USA,45.68753334,-112.4943339
81,Charles H.,Townes,USA,US,Greenville SC,male,1964,Physics,"""for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",Massachusetts Institute of Technology (MIT),Cambridge MA,USA,45.68753334,-112.4943339
429,Niels K.,Jerne,United Kingdom,GB,London,male,1984,Medicine,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",Basel Institute for Immunology,Basel,Switzerland,46.79908592,8.215912662
430,Georges J.F.,Köhler,Germany,DE,Munich,male,1984,Medicine,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",Basel Institute for Immunology,Basel,Switzerland,46.79908592,8.215912662
432,Michael S.,Brown,USA,US,New York NY,male,1985,Medicine,"""for their discoveries concerning the regulation of cholesterol metabolism""",University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA,45.68753334,-112.4943339
436,Susumu,Tonegawa,Japan,JP,Nagoya,male,1987,Medicine,"""for his discovery of the genetic principle for generation of antibody diversity""",Massachusetts Institute of Technology (MIT),Cambridge MA,USA,45.68753334,-112.4943339
464,Élie,Ducommun,Switzerland,CH,Geneva,male,1902,Peace,"""for his untiring and skilful directorship of the Bern Peace Bureau""",,,,,
465,Albert,Gobat,Switzerland,CH,Tramelan,male,1902,Peace,"""for his eminently practical administration of the Inter-Parliamentary Union""",,,,,
472,Louis,Renault,France,FR,Autun,male,1907,Peace,"""for his decisive influence upon the conduct and outcome of the Hague and Geneva Conferences""",Sorbonne University,Paris,France,42.18202918,-2.754422149
475,Auguste,Beernaert,Belgium,BE,Ostend,male,1909,Peace,"""for their prominent position in the international movement for peace and arbitration""",,,,,
484,Léon,Bourgeois,France,FR,Paris,male,1920,Peace,"""for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations""",,,,,
485,Hjalmar,Branting,Sweden,SE,Stockholm,male,1921,Peace,"""for their lifelong contributions to the cause of peace and organized internationalism""",,,,,
507,John R.,Mott,USA,US,Livingston Manor NY,male,1946,Peace,"""for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries""",,,,,
516,Lester Bowles,Pearson,Canada,CA,Toronto,male,1957,Peace,"""for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis""",,,,,
663,Wole,Soyinka,Nigeria,NG,Abeokuta,male,1986,Literature,"""who in a wide cultural perspective and with poetic overtones fashions the drama of existence""",,,,,
693,Sir Arthur,Lewis,British West Indies (now Saint Lucia),LC,Castries,male,1979,Economics,"""for their pioneering research into economic development research with particular consideration of the problems of developing countries""",Princeton University,Princeton NJ,USA,45.68753334,-112.4943339
708,Gary,Becker,USA,US,Pottsville PA,male,1992,Economics,"""for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction including nonmarket behaviour""",University of Chicago,Chicago IL,USA,45.68753334,-112.4943339
739,Wolfgang,Ketterle,West Germany (now Germany),DE,Heidelberg,male,2001,Physics,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms and for early fundamental studies of the properties of the condensates""",Massachusetts Institute of Technology (MIT),Cambridge MA,USA,45.68753334,-112.4943339
746,Joseph E.,Stiglitz,USA,US,Gary IN,male,2001,Economics,"""for their analyses of markets with asymmetric information""",Columbia University,New York NY,USA,45.68753334,-112.4943339
748,United Nations,,,,,org,2001,Peace,"""for their work for a better organized and more peaceful world""",,,,,
783,Wangari,Maathai,Kenya,KE,Nyeri,female,2004,Peace,"""for her contribution to sustainable development democracy and peace""",,,,,
841,Venkatraman,Ramakrishnan,India,IN,Chidambaram Tamil Nadu,male,2009,Chemistry,"""for studies of the structure and function of the ribosome""",MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,,
862,Jules A.,Hoffmann,Luxembourg,LU,Echternach,male,2011,Medicine,"""for their discoveries concerning the activation of innate immunity""",University of Strasbourg,Strasbourg,France,42.18202918,-2.754422149
878,Robert J.,Lefkowitz,USA,US,New York NY,male,2012,Chemistry,"""for studies of G-protein-coupled receptors""",Howard Hughes Medical Institute,,,,
888,Peter,Higgs,United Kingdom,GB,Newcastle upon Tyne,male,2013,Physics,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",University of Edinburgh,Edinburgh,United Kingdom,,
917,Satoshi,?mura,Japan,JP,Yamanashi Prefecture,male,2015,Medicine,"""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",Kitasato University,Tokyo,Japan,37.55262259,137.9799595
964,George P.,Smith,USA,US,Norwalk CT,male,2018,Chemistry,"""for the phage display of peptides and antibodies""",University of Missouri,Columbia,USA,45.68753334,-112.4943339
977,M. Stanley,Whittingham,United Kingdom,GB,,male,2019,Chemistry,"""for the development of lithium-ion batteries""",Binghamton University State University of New York,New York NY,USA,45.68753334,-112.4943339
996,Robert,Wilson,USA,US,Geneva NE,male,2020,Economics,"""for improvements to auction theory and inventions of new auction formats""",Stanford University,Stanford CA,USA,45.68753334,-112.4943339
1001,Giorgio,Parisi,Italy,IT,Rome,male,2021,Physics,"""for the discovery of the interplay of disorder and fluctuations in physical systems from atomic to planetary scales""",Sapienza University of Rome,Rome,Italy,42.78644501,12.07238918
1002,Benjamin,List,Germany,DE,Frankfurt-on-the-Main,male,2021,Chemistry,"""for the development of asymmetric organocatalysis""",Max-Planck-Institut für Kohlenforschung,Mülheim an der Ruhr,Germany,51.10627344,10.38171087
1003,David,MacMillan,United Kingdom,GB,Bellshill,male,2021,Chemistry,"""for the development of asymmetric organocatalysis""",Princeton University,Princeton NJ,USA,45.68753334,-112.4943339
9,Philipp,Lenard,Hungary (now Slovakia),SK,Pressburg (now Bratislava),male,1905,Physics,"""for his work on cathode rays""",Kiel University,Kiel,Germany,51.10627344,10.38171087
